time,buyer,seller,price,size,currency,symbol,sector,bid,ask
00:22.0,u.farooq@tibratrading.com,carlee.c@invensys.com,174.35,19672,GBX,TW.L,Industrial Goods,172.53,176.78
00:22.0,s.chapman@jlb.com,j.freeman@sorrel.com,517.87,36659,GBX,CPI.L,Services,514.44,518.46
00:22.0,d.bristol@moma.com,u.abduallatif@janestreetcap.com,2131.28,21215,GBX,SVT.L,Utilities,2131.28,2131.28
00:22.1,tabby.dowd@janestreetcap.com,j.amstell@bridgewater.com,4168.05,28577,GBX,CCL.L,Consumer Goods,4168.05,4168.05
00:22.3,tabby.dowd@janestreetcap.com,rudyard.smithies@citadel.com,320.71,15028,GBX,GLEN.L,Basic Materials,318.11,320.71
00:22.3,d.bristol@moma.com,w.cromwell@aspectcapital.com,1551.98,10660,GBX,BRBY.L,Consumer Goods,1551.98,1555.52
00:22.4,locke@rochdaleassets.com,m.atherton@scottishwidows.com,1579.33,49041,GBX,BRBY.L,Consumer Goods,1579.33,1579.33
00:22.5,s.benson@bridgewater.com,thistle@janestreetcap.com,271.64,27099,GBX,INTU.L,Other,271.64,275.1
00:22.5,sam.goldwing@sorrel.com,larabourne@rochdaleassets.com,3363.35,22733,GBX,RIO.L,Basic Materials,3363.35,3367.12
00:22.5,n.ainsworth@vinvest.com,j.freeman@sorrel.com,235.4,41321,GBX,CNA.L,Utilities,231.3,235.4
00:22.8,n.a.choudhury@oxam.org,p.greyling@fenchurchst.com,517.44,23263,GBX,BDEV.L,Industrial Goods,513.39,517.44
00:22.8,a.clare@sorrel.com,k.c.cooper@aspectcapital.com,1834.08,27587,GBX,HIK.L,Healthcare,1834.08,1834.08
00:22.9,s.hedgewick@janestreetcap.com,a.braxton@vinvest.com,294.6,12122,GBX,WPG.L,Services,290.59,294.6
00:23.1,a.smith@fenchurchst.com,a.m.forex@fenchurchst.com,2834.94,24454,GBX,LSE.L,Financial,2834.94,2836.19
00:23.2,m.corrigan@jlb.com,s.hedgewick@janestreetcap.com,1234.58,14803,GBX,SN.L,Healthcare,1234.58,1234.58
00:23.5,a.clare@sorrel.com,warford.benson@tibratrading.com,1373.92,32225,GBX,AAL.L,Basic Materials,1369.96,1373.92
00:23.6,a.braxton@vinvest.com,m.harding@vinvest.com,1993.01,43278,GBX,PSN.L,Industrial Goods,1993.01,1997
00:23.7,j.freeman@sorrel.com,s.withers@oxam.org,1147.04,15721,GBX,TUI.L,Other,1142.96,1147.04
00:23.7,s.hedgewick@janestreetcap.com,u.abduallatif@janestreetcap.com,717.24,14448,GBX,III.L,Financial,717.24,721.17
00:23.7,m.harding@vinvest.com,u.abduallatif@janestreetcap.com,2138.02,21532,GBX,MCRO.L,Technology,2136.15,2140.18
00:23.9,w.hastings@bridgewater.com,rudyard.smithies@citadel.com,2861.61,25015,GBX,PFG.L,Financial,2861.61,2861.61
00:24.1,m.hen@aspectcapital.com,manimal@jlb.com,2137.45,10565,GBX,SVT.L,Utilities,2137.45,2139.45
00:24.3,tabby.dowd@janestreetcap.com,w.cromwell@aspectcapital.com,320.17,37750,GBX,GLEN.L,Basic Materials,316.09,320.17
00:24.5,locke@rochdaleassets.com,u.abduallatif@janestreetcap.com,725.84,24250,GBX,III.L,Financial,724.96,725.84
00:24.7,larabourne@rochdaleassets.com,a.clare@sorrel.com,2863.3,32886,GBX,CRH.L,Industrial Goods,2863.3,2863.3
00:24.8,k.c.cooper@aspectcapital.com,a.smith@fenchurchst.com,248.17,27754,GBX,LGEN.L,Financial,244.7,248.64
00:24.8,m.corrigan@jlb.com,k.c.cooper@aspectcapital.com,2354.81,15185,GBX,RDSA.L,Basic Materials,2350.66,2354.81
00:24.8,s.hedgewick@janestreetcap.com,m.hen@aspectcapital.com,855.95,29218,GBX,UU.L,Utilities,855.95,858.24
00:24.9,manimal@jlb.com,rudyard.smithies@citadel.com,1044.38,21485,GBX,EZJ.L,Services,1042.82,1046.83
00:24.9,u.abduallatif@janestreetcap.com,a.smith@fenchurchst.com,2177.68,26668,GBX,DGE.L,Consumer Goods,2175.41,2179.38
00:25.0,m.atherton@scottishwidows.com,rudyard.smithies@citadel.com,177.1,13120,GBX,TW.L,Industrial Goods,172.8,177.1
00:25.0,k.c.cooper@aspectcapital.com,p.greyling@fenchurchst.com,6085.01,35456,GBX,DCC.L,Financial,6085.01,6088.8
00:25.1,w.cromwell@aspectcapital.com,d.bristol@moma.com,2515.79,61338,GBX,ABF.L,Consumer Goods,2515.79,2515.79
00:25.2,s.chapman@jlb.com,j.freeman@sorrel.com,710.52,21747,GBX,STAN.L,Financial,707.65,710.52
00:25.4,carlee.c@invensys.com,larabourne@rochdaleassets.com,2924.1,24925,GBX,CRH.L,Industrial Goods,2920.92,2924.1
00:25.4,a.m.forex@fenchurchst.com,a.afzal@rochdaleassets.com,3018.61,10014,GBX,SDR.L,Financial,3018.61,3022.23
00:25.5,a.j.johnson@johnsonandfinnemore.com,l.lee@moma.com,486.87,17315,GBX,AV.L,Financial,482.92,486.87
00:25.5,w.tuffnell@janestreetcap.com,zach@invensys.com,282,15432,GBX,INTU.L,Other,277.92,282
00:25.7,a.afzal@rochdaleassets.com,s.benson@bridgewater.com,1123.91,19313,GBX,TUI.L,Other,1123.91,1128.01
00:25.7,s.withers@oxam.org,warford.benson@tibratrading.com,354.84,20928,GBX,DC.L,Consumer Goods,350.58,354.84
00:25.7,thistle@janestreetcap.com,s.chapman@jlb.com,957.6,26213,GBX,BAB.L,Industrial Goods,953.53,957.6
00:25.9,m.atherton@scottishwidows.com,t.barton@knightcapital.com,1110,20929,GBX,STJ.L,Financial,1105.97,1110
00:26.0,w.cromwell@aspectcapital.com,w.hastings@bridgewater.com,8690.04,32553,GBX,PPB.L,Other,8690.04,8692.52
00:26.1,k.c.cooper@aspectcapital.com,p.greyling@fenchurchst.com,728.95,25228,GBX,ANTO.L,Basic Materials,726.16,730.23
00:26.3,sam.goldwing@sorrel.com,s.hedgewick@janestreetcap.com,1058.89,25233,GBX,EZJ.L,Services,1054.8,1058.89
00:26.3,w.cromwell@aspectcapital.com,m.corrigan@jlb.com,218.34,11981,GBX,RBS.L,Financial,217.73,221.55
00:26.5,zach@invensys.com,m.hen@aspectcapital.com,2856.4,25332,GBX,LSE.L,Financial,2856.4,2860.21
00:26.5,larabourne@rochdaleassets.com,rudyard.smithies@citadel.com,242.66,20094,GBX,CTEC.L,Healthcare,239.71,243.86
00:26.6,a.afzal@rochdaleassets.com,n.a.choudhury@oxam.org,209.61,22010,GBX,OML.L,Financial,209.61,213.52
00:26.6,j.amstell@bridgewater.com,a.m.forex@fenchurchst.com,1586.74,45399,GBX,PRU.L,Financial,1586.74,1590.6
00:26.9,w.hastings@bridgewater.com,tabby.dowd@janestreetcap.com,208.35,15382,GBX,TSCO.L,Consumer Goods,208.35,208.35
00:26.9,a.clare@sorrel.com,rudyard.smithies@citadel.com,1845.34,4457,GBX,WPP.L,Services,1845.34,1849.31
00:27.0,j.newbury@citadel.com,a.j.johnson@johnsonandfinnemore.com,1579.66,15550,GBX,EXPN.L,Services,1579.66,1579.66
00:27.0,t.barton@knightcapital.com,a.clare@sorrel.com,339.04,6154,GBX,GKN.L,Consumer Goods,337.65,341.56
00:27.4,j.freeman@sorrel.com,j.amstell@bridgewater.com,6243.39,10354,GBX,DCC.L,Financial,6243.39,6243.39
00:27.5,n.ainsworth@vinvest.com,j.newbury@citadel.com,515.91,22489,GBX,BP.L,Basic Materials,515.91,519.22
00:27.6,a.m.forex@fenchurchst.com,a.braxton@vinvest.com,4117.39,29608,GBX,CCL.L,Consumer Goods,4117.39,4121.13
00:27.6,n.ainsworth@vinvest.com,larabourne@rochdaleassets.com,6230.7,13263,GBX,DCC.L,Financial,6230.7,6230.7
00:27.7,thistle@janestreetcap.com,s.chapman@jlb.com,528.41,20291,GBX,CPI.L,Services,528.41,528.41
00:27.7,tabby.dowd@janestreetcap.com,m.grein@tibratrading.com,1017.51,18412,GBX,SKY.L,Other,1013.28,1017.51
00:27.8,s.withers@oxam.org,a.braxton@vinvest.com,522.91,17177,GBX,BP.L,Basic Materials,522.91,522.91
00:27.8,a.braxton@vinvest.com,m.harding@vinvest.com,3574.96,4399,GBX,IMB.L,Consumer Goods,3574.96,3578.92
00:27.9,a.braxton@vinvest.com,a.m.forex@fenchurchst.com,4716.34,39332,GBX,SHP.L,Healthcare,4716.34,4716.34
00:28.1,s.hedgewick@janestreetcap.com,w.hastings@bridgewater.com,808.57,6090,GBX,MDC.L,Healthcare,804.66,808.57
00:28.4,a.j.johnson@johnsonandfinnemore.com,a.clare@sorrel.com,474.3,30242,GBX,MERL.L,Other,474.3,474.3
00:28.5,sam.goldwing@sorrel.com,a.smith@fenchurchst.com,1020.59,28271,GBX,LAND.L,Financial,1020.59,1024.76
00:28.6,a.clare@sorrel.com,a.j.johnson@johnsonandfinnemore.com,3051.48,24009,GBX,SDR.L,Financial,3048.42,3051.48
00:28.9,j.amstell@bridgewater.com,s.hedgewick@janestreetcap.com,2861.43,13361,GBX,CRH.L,Industrial Goods,2860.11,2861.43
00:29.0,u.farooq@tibratrading.com,locke@rochdaleassets.com,341.37,15975,GBX,GKN.L,Consumer Goods,337.68,341.56
00:29.0,a.m.forex@fenchurchst.com,manimal@jlb.com,670.58,13573,GBX,SGE.L,Technology,670.58,674.42
00:29.2,n.a.choudhury@oxam.org,a.clare@sorrel.com,348.14,26503,GBX,MKS.L,Consumer Goods,344.15,348.14
00:29.2,u.abduallatif@janestreetcap.com,a.smith@fenchurchst.com,528.76,24118,GBX,CPI.L,Services,528.76,528.76
00:29.2,m.grein@tibratrading.com,n.a.choudhury@oxam.org,3015.95,19377,GBX,SDR.L,Financial,3015.95,3017.59
00:29.3,j.freeman@sorrel.com,s.hedgewick@janestreetcap.com,213.74,35152,GBX,OML.L,Financial,211.66,215.54
00:29.4,w.cromwell@aspectcapital.com,manimal@jlb.com,311.96,17442,GBX,GLEN.L,Basic Materials,311.96,311.96
00:29.4,sam.goldwing@sorrel.com,w.tuffnell@janestreetcap.com,1079.21,14460,GBX,STJ.L,Financial,1077.27,1081.25
00:29.6,rudyard.smithies@citadel.com,s.benson@bridgewater.com,228.96,22632,GBX,BARC.L,Financial,228.96,228.96
00:29.7,larabourne@rochdaleassets.com,m.grein@tibratrading.com,355.45,17808,GBX,KGF.L,Services,351.53,355.45
00:29.7,s.hedgewick@janestreetcap.com,s.benson@bridgewater.com,1617.47,19083,GBX,AHT.L,Services,1617.47,1617.47
00:29.7,zach@invensys.com,j.newbury@citadel.com,4123.99,5908,GBX,NXT.L,Consumer Goods,4123.29,4123.99
00:29.8,a.braxton@vinvest.com,l.lee@moma.com,509.9,8803,GBX,BDEV.L,Industrial Goods,509.9,509.9
00:29.8,m.atherton@scottishwidows.com,warford.benson@tibratrading.com,311.61,6885,GBX,GLEN.L,Basic Materials,311.61,312.22
00:30.0,m.atherton@scottishwidows.com,p.greyling@fenchurchst.com,526.49,51376,GBX,BP.L,Basic Materials,526.49,526.49
00:30.0,m.hen@aspectcapital.com,w.hastings@bridgewater.com,4792.13,33296,GBX,SHP.L,Healthcare,4787.86,4792.13
00:30.1,carlee.c@invensys.com,w.cromwell@aspectcapital.com,1032.04,25752,GBX,EZJ.L,Services,1032.04,1032.88
00:30.1,m.atherton@scottishwidows.com,a.clare@sorrel.com,221.97,11014,GBX,VOD.L,Technology,218.24,221.97
00:30.2,n.a.choudhury@oxam.org,d.bristol@moma.com,874.31,11081,GBX,UU.L,Utilities,874.31,877.07
00:30.3,s.benson@bridgewater.com,m.harding@vinvest.com,2139.34,42937,GBX,MCRO.L,Technology,2137.15,2141.2
00:30.4,j.freeman@sorrel.com,k.c.cooper@aspectcapital.com,65.27,24211,GBX,LLOY.L,Financial,64.47,68.37
00:30.4,p.greyling@fenchurchst.com,a.j.johnson@johnsonandfinnemore.com,450.44,24991,GBX,RMG.L,Services,446.62,450.64
00:30.4,a.braxton@vinvest.com,manimal@jlb.com,226.49,19205,GBX,CNA.L,Utilities,225.02,228.99
00:30.6,m.grein@tibratrading.com,thistle@janestreetcap.com,221.73,16860,GBX,CNA.L,Utilities,221.73,225.62
00:30.6,thistle@janestreetcap.com,w.hastings@bridgewater.com,4606.94,10701,GBX,SHP.L,Healthcare,4606.94,4611.04
00:30.7,j.freeman@sorrel.com,a.braxton@vinvest.com,6711.83,10315,GBX,RRS.L,Basic Materials,6711.83,6715.82
00:30.8,n.a.choudhury@oxam.org,w.tuffnell@janestreetcap.com,6630.67,19249,GBX,RB.L,Consumer Goods,6630.67,6630.67
00:30.9,manimal@jlb.com,carlee.c@invensys.com,2109.83,26256,GBX,BNZL.L,Services,2109.83,2113.65
00:31.0,a.braxton@vinvest.com,t.barton@knightcapital.com,3354.05,49674,GBX,CRDA.L,Industrial Goods,3350.13,3354.05
00:31.5,tabby.dowd@janestreetcap.com,m.harding@vinvest.com,2203.86,12482,GBX,MCRO.L,Technology,2199.69,2203.86
00:31.7,tabby.dowd@janestreetcap.com,n.ainsworth@vinvest.com,314.36,19505,GBX,GLEN.L,Basic Materials,314.36,314.36
00:31.8,a.afzal@rochdaleassets.com,carlee.c@invensys.com,510.63,22953,GBX,BDEV.L,Industrial Goods,510.63,510.63
00:31.8,a.smith@fenchurchst.com,l.lee@moma.com,543.44,28019,GBX,BP.L,Basic Materials,540.43,543.44
00:31.9,a.j.johnson@johnsonandfinnemore.com,w.cromwell@aspectcapital.com,2222.12,16388,GBX,SKG.L,Industrial Goods,2217.96,2222.12
00:32.0,sam.goldwing@sorrel.com,s.hedgewick@janestreetcap.com,793.61,10798,GBX,MDC.L,Healthcare,793.61,793.61
00:32.1,larabourne@rochdaleassets.com,k.c.cooper@aspectcapital.com,1805.52,13246,GBX,CCH.L,Consumer Goods,1805.37,1805.52
00:32.1,thistle@janestreetcap.com,locke@rochdaleassets.com,2167.43,15561,GBX,SVT.L,Utilities,2167.43,2171.38
00:32.2,m.harding@vinvest.com,s.benson@bridgewater.com,291.11,24093,GBX,WPG.L,Services,288.68,292.68
00:32.2,m.corrigan@jlb.com,d.bristol@moma.com,4660.37,20702,GBX,SHP.L,Healthcare,4660.37,4660.37
00:32.2,n.a.choudhury@oxam.org,a.afzal@rochdaleassets.com,798.07,17513,GBX,MDC.L,Healthcare,798.07,798.07
00:32.3,t.barton@knightcapital.com,u.farooq@tibratrading.com,677.72,22961,GBX,SGE.L,Technology,677.46,677.72
00:32.3,w.cromwell@aspectcapital.com,w.hastings@bridgewater.com,3523.96,13187,GBX,ITRK.L,Services,3523.96,3527.66
00:32.4,s.chapman@jlb.com,j.newbury@citadel.com,226.11,23238,GBX,CNA.L,Utilities,225,228.94
00:32.5,u.abduallatif@janestreetcap.com,a.j.johnson@johnsonandfinnemore.com,217.46,13357,GBX,OML.L,Financial,217.46,217.46
00:32.5,j.newbury@citadel.com,w.tuffnell@janestreetcap.com,1625.93,25758,GBX,AHT.L,Services,1625.93,1625.93
00:32.5,rudyard.smithies@citadel.com,m.atherton@scottishwidows.com,1081.52,31702,GBX,STJ.L,Financial,1077.61,1081.52
00:32.6,j.amstell@bridgewater.com,s.withers@oxam.org,529.21,15350,GBX,BP.L,Basic Materials,525.29,529.21
00:32.6,l.lee@moma.com,manimal@jlb.com,2303.52,32674,GBX,RDSA.L,Basic Materials,2299.8,2303.52
00:32.7,carlee.c@invensys.com,s.withers@oxam.org,654.02,31762,GBX,HSBA.L,Financial,654.02,658.05
00:32.7,u.abduallatif@janestreetcap.com,larabourne@rochdaleassets.com,1391.98,12427,GBX,FRES.L,Basic Materials,1391.98,1392.46
00:32.8,u.abduallatif@janestreetcap.com,j.newbury@citadel.com,2168.64,30310,GBX,DGE.L,Consumer Goods,2168.64,2172.68
00:32.9,m.corrigan@jlb.com,t.barton@knightcapital.com,1829.14,27303,GBX,HIK.L,Healthcare,1829.14,1829.14
00:32.9,a.smith@fenchurchst.com,l.lee@moma.com,241.25,29709,GBX,CTEC.L,Healthcare,239.91,244.03
00:33.0,a.clare@sorrel.com,k.c.cooper@aspectcapital.com,2217.35,24371,GBX,DGE.L,Consumer Goods,2215.23,2217.35
00:33.1,larabourne@rochdaleassets.com,m.atherton@scottishwidows.com,2430.36,11617,GBX,ABF.L,Consumer Goods,2430.36,2432.87
00:33.2,j.freeman@sorrel.com,carlee.c@invensys.com,675.61,11373,GBX,HSBA.L,Financial,673.09,675.61
00:33.2,j.freeman@sorrel.com,m.hen@aspectcapital.com,241.66,5729,GBX,CTEC.L,Healthcare,239.89,244.02
00:33.4,p.greyling@fenchurchst.com,j.newbury@citadel.com,311.87,45479,GBX,GLEN.L,Basic Materials,311.87,311.87
00:33.5,warford.benson@tibratrading.com,j.newbury@citadel.com,305.11,33847,GBX,GLEN.L,Basic Materials,305.11,305.11
00:33.5,m.grein@tibratrading.com,s.benson@bridgewater.com,65.87,8721,GBX,LLOY.L,Financial,64.43,68.33
00:33.5,n.ainsworth@vinvest.com,k.c.cooper@aspectcapital.com,1822.32,36746,GBX,CCH.L,Consumer Goods,1818.49,1822.32
00:33.9,a.afzal@rochdaleassets.com,d.bristol@moma.com,3564.06,27581,GBX,ITRK.L,Services,3561.91,3564.06
00:33.9,k.c.cooper@aspectcapital.com,a.afzal@rochdaleassets.com,1766.43,31755,GBX,CCH.L,Consumer Goods,1766.43,1770.17
00:33.9,thistle@janestreetcap.com,s.withers@oxam.org,2158.82,32191,GBX,SKG.L,Industrial Goods,2155.68,2158.82
00:33.9,s.hedgewick@janestreetcap.com,thistle@janestreetcap.com,1543.08,15486,GBX,GSK.L,Healthcare,1543.08,1546.89
00:34.0,tabby.dowd@janestreetcap.com,n.ainsworth@vinvest.com,3018.17,14778,GBX,SDR.L,Financial,3018.17,3021.93
00:34.0,l.lee@moma.com,j.freeman@sorrel.com,211.91,23163,GBX,TSCO.L,Consumer Goods,207.94,211.91
00:34.1,larabourne@rochdaleassets.com,warford.benson@tibratrading.com,1803.21,17622,GBX,ADM.L,Financial,1799.04,1803.21
00:34.1,sam.goldwing@sorrel.com,w.hastings@bridgewater.com,4141.72,12611,GBX,WTB.L,Services,4138.46,4141.72
00:34.2,a.smith@fenchurchst.com,j.freeman@sorrel.com,1143.27,26828,GBX,TUI.L,Other,1143.07,1143.27
00:34.3,m.hen@aspectcapital.com,a.afzal@rochdaleassets.com,257.96,18152,GBX,SBRY.L,Consumer Goods,257.96,257.96
00:34.5,s.withers@oxam.org,manimal@jlb.com,344.38,39753,GBX,DC.L,Consumer Goods,344.38,348.57
00:34.5,m.harding@vinvest.com,warford.benson@tibratrading.com,359.49,21138,GBX,DC.L,Consumer Goods,355.64,359.49
00:34.6,a.clare@sorrel.com,j.freeman@sorrel.com,2129.34,29334,GBX,SKG.L,Industrial Goods,2129.34,2133.36
00:34.7,rudyard.smithies@citadel.com,s.withers@oxam.org,2144.9,7905,GBX,BNZL.L,Services,2144.47,2144.9
00:34.7,m.atherton@scottishwidows.com,m.hen@aspectcapital.com,678.36,22176,GBX,INF.L,Other,678.36,678.36
00:35.0,s.benson@bridgewater.com,m.harding@vinvest.com,405,26538,GBX,BT.A.L,Technology,400.93,405
00:35.1,j.newbury@citadel.com,a.m.forex@fenchurchst.com,1024.14,16050,GBX,EZJ.L,Services,1024.14,1028.16
00:35.1,m.atherton@scottishwidows.com,a.braxton@vinvest.com,1867.62,49124,GBX,WPP.L,Services,1867.62,1871.7
00:35.2,rudyard.smithies@citadel.com,w.hastings@bridgewater.com,683.2,25072,GBX,SGE.L,Technology,683.2,683.2
00:35.3,j.newbury@citadel.com,rudyard.smithies@citadel.com,1390.06,25727,GBX,FRES.L,Basic Materials,1390.06,1390.06
00:35.3,zach@invensys.com,tabby.dowd@janestreetcap.com,69.55,33518,GBX,LLOY.L,Financial,65.63,69.55
00:35.3,m.corrigan@jlb.com,a.j.johnson@johnsonandfinnemore.com,1326.28,28114,GBX,AAL.L,Basic Materials,1326.28,1327.76
00:35.5,m.corrigan@jlb.com,l.lee@moma.com,220.55,15950,GBX,OML.L,Financial,216.58,220.55
00:35.5,zach@invensys.com,w.tuffnell@janestreetcap.com,65.35,32949,GBX,LLOY.L,Financial,64.45,68.31
00:35.7,m.corrigan@jlb.com,j.amstell@bridgewater.com,1932.56,52422,GBX,WPP.L,Services,1932.56,1932.56
00:35.7,s.hedgewick@janestreetcap.com,j.newbury@citadel.com,883.21,12561,GBX,UU.L,Utilities,883.21,883.21
00:36.0,manimal@jlb.com,j.newbury@citadel.com,226.06,14888,GBX,BARC.L,Financial,226.06,227.42
00:36.4,rudyard.smithies@citadel.com,m.harding@vinvest.com,3199.22,31306,GBX,JMAT.L,Basic Materials,3199.22,3199.22
00:36.7,n.a.choudhury@oxam.org,j.freeman@sorrel.com,501.39,9261,GBX,BDEV.L,Industrial Goods,501.39,505.38
00:36.8,zach@invensys.com,p.greyling@fenchurchst.com,1367.71,24062,GBX,FRES.L,Basic Materials,1367.71,1371.65
00:36.9,j.freeman@sorrel.com,k.c.cooper@aspectcapital.com,2931.84,28803,GBX,LSE.L,Financial,2929.61,2931.84
00:37.1,carlee.c@invensys.com,n.ainsworth@vinvest.com,351.14,22203,GBX,KGF.L,Services,351.14,351.14
00:37.4,a.braxton@vinvest.com,a.smith@fenchurchst.com,4915.98,31563,GBX,WOS.L,Industrial Goods,4915.98,4920.06
00:37.5,sam.goldwing@sorrel.com,larabourne@rochdaleassets.com,1326.78,27631,GBX,AAL.L,Basic Materials,1326.78,1330.6
00:37.6,u.farooq@tibratrading.com,m.grein@tibratrading.com,559.43,29923,GBX,HMSO.L,Financial,559.43,559.43
00:37.7,tabby.dowd@janestreetcap.com,a.braxton@vinvest.com,1750.96,29716,GBX,MNDI.L,Consumer Goods,1749.94,1753.87
00:37.7,m.corrigan@jlb.com,p.greyling@fenchurchst.com,4714.16,26454,GBX,SHP.L,Healthcare,4709.95,4714.16
00:38.1,s.withers@oxam.org,j.newbury@citadel.com,2135.96,25691,GBX,BNZL.L,Services,2135.96,2135.96
00:38.2,k.c.cooper@aspectcapital.com,m.atherton@scottishwidows.com,207.1,25794,GBX,ITV.L,Services,206.86,210.71
00:38.2,larabourne@rochdaleassets.com,a.afzal@rochdaleassets.com,479.93,6436,GBX,IAG.L,Services,479.93,483.86
00:38.8,sam.goldwing@sorrel.com,p.greyling@fenchurchst.com,1571.19,37988,GBX,EXPN.L,Services,1571.19,1573
00:38.8,n.a.choudhury@oxam.org,a.m.forex@fenchurchst.com,2262.27,58831,GBX,RDSA.L,Basic Materials,2262.27,2262.27
00:39.0,a.afzal@rochdaleassets.com,tabby.dowd@janestreetcap.com,1243.01,9492,GBX,SN.L,Healthcare,1243.01,1243.01
00:39.0,carlee.c@invensys.com,a.smith@fenchurchst.com,547.67,19544,GBX,HMSO.L,Financial,547.67,551.67
00:39.1,warford.benson@tibratrading.com,m.atherton@scottishwidows.com,3229.86,15728,GBX,CRDA.L,Industrial Goods,3229.86,3233.62
00:39.3,n.a.choudhury@oxam.org,m.harding@vinvest.com,246.86,19375,GBX,LGEN.L,Financial,244.72,248.55
00:39.3,a.clare@sorrel.com,s.withers@oxam.org,570.82,21982,GBX,RSA.L,Financial,570.82,574.89
00:39.4,a.clare@sorrel.com,m.hen@aspectcapital.com,4593.84,25767,GBX,SHP.L,Healthcare,4593.84,4593.84
00:39.5,m.corrigan@jlb.com,carlee.c@invensys.com,3361.02,12188,GBX,ULVR.L,Consumer Goods,3361.02,3363.43
00:39.6,p.greyling@fenchurchst.com,s.benson@bridgewater.com,488.73,18884,GBX,IAG.L,Services,485.67,489.63
00:39.6,locke@rochdaleassets.com,a.clare@sorrel.com,5056.55,29164,GBX,WOS.L,Industrial Goods,5056.55,5056.55
00:39.6,s.hedgewick@janestreetcap.com,t.barton@knightcapital.com,1042.82,31160,GBX,EZJ.L,Services,1042.29,1046.41
00:40.0,t.barton@knightcapital.com,rudyard.smithies@citadel.com,669.19,23538,GBX,HSBA.L,Financial,669.19,671.65
00:40.1,u.farooq@tibratrading.com,k.c.cooper@aspectcapital.com,1642.97,36866,GBX,AHT.L,Services,1638.99,1642.97
00:40.1,n.ainsworth@vinvest.com,m.corrigan@jlb.com,478.81,18511,GBX,IAG.L,Services,478.81,482.43
00:40.2,warford.benson@tibratrading.com,u.abduallatif@janestreetcap.com,939.54,17176,GBX,NG.L,Utilities,939.54,940.22
00:40.3,tabby.dowd@janestreetcap.com,locke@rochdaleassets.com,2907.98,22253,GBX,LSE.L,Financial,2907.98,2911.9
00:40.3,zach@invensys.com,a.j.johnson@johnsonandfinnemore.com,1292.62,17204,GBX,HL.L,Financial,1292.62,1292.62
00:40.6,w.hastings@bridgewater.com,j.amstell@bridgewater.com,731.75,70100,GBX,III.L,Financial,727.84,731.75
00:40.7,rudyard.smithies@citadel.com,a.smith@fenchurchst.com,1359.84,33320,GBX,AAL.L,Basic Materials,1355.93,1359.84
00:40.9,a.smith@fenchurchst.com,p.greyling@fenchurchst.com,6797.07,15940,GBX,RRS.L,Basic Materials,6797.07,6797.07
00:41.0,j.amstell@bridgewater.com,a.j.johnson@johnsonandfinnemore.com,488.76,14446,GBX,IAG.L,Services,485.64,489.61
00:41.0,a.m.forex@fenchurchst.com,sam.goldwing@sorrel.com,4250.35,25755,GBX,CCL.L,Consumer Goods,4250.35,4250.35
00:41.1,a.afzal@rochdaleassets.com,warford.benson@tibratrading.com,989.85,18209,GBX,SKY.L,Other,989.85,994.17
00:41.1,p.greyling@fenchurchst.com,m.grein@tibratrading.com,604.61,27612,GBX,BA.L,Industrial Goods,604.61,608.66
00:41.3,l.lee@moma.com,larabourne@rochdaleassets.com,3150.46,13764,GBX,JMAT.L,Basic Materials,3150.46,3154.19
00:41.3,u.abduallatif@janestreetcap.com,a.smith@fenchurchst.com,1404.34,35690,GBX,REL.L,Services,1404.34,1406.28
00:41.4,u.abduallatif@janestreetcap.com,tabby.dowd@janestreetcap.com,3443.15,45146,GBX,RIO.L,Basic Materials,3440.4,3443.15
00:41.5,s.chapman@jlb.com,carlee.c@invensys.com,2187.22,47864,GBX,RDSA.L,Basic Materials,2187.22,2191
00:41.5,d.bristol@moma.com,w.tuffnell@janestreetcap.com,2203.29,27606,GBX,SVT.L,Utilities,2203.29,2207.31
00:41.6,a.m.forex@fenchurchst.com,a.smith@fenchurchst.com,6639.43,25716,GBX,RB.L,Consumer Goods,6639.43,6643.28
00:41.6,n.a.choudhury@oxam.org,larabourne@rochdaleassets.com,4302.09,27674,GBX,CCL.L,Consumer Goods,4300.32,4302.09
00:41.8,thistle@janestreetcap.com,zach@invensys.com,743.95,17534,GBX,ANTO.L,Basic Materials,739.59,743.95
00:41.8,w.cromwell@aspectcapital.com,warford.benson@tibratrading.com,2496.62,18805,GBX,ABF.L,Consumer Goods,2496.62,2499.13
00:42.1,sam.goldwing@sorrel.com,rudyard.smithies@citadel.com,580.47,12982,GBX,RSA.L,Financial,579.85,580.47
00:42.2,carlee.c@invensys.com,j.freeman@sorrel.com,441.03,20078,GBX,RMG.L,Services,441.03,443.7
00:42.2,w.hastings@bridgewater.com,warford.benson@tibratrading.com,300.12,26382,GBX,GLEN.L,Basic Materials,300.12,304.07
00:42.3,d.bristol@moma.com,a.braxton@vinvest.com,1432.36,39786,GBX,REL.L,Services,1432.36,1434.25
00:42.4,s.chapman@jlb.com,w.tuffnell@janestreetcap.com,389.03,32486,GBX,BT.A.L,Technology,389.03,393.01
00:42.4,a.j.johnson@johnsonandfinnemore.com,w.hastings@bridgewater.com,220.29,33328,GBX,RBS.L,Financial,217.59,221.56
00:42.5,n.a.choudhury@oxam.org,j.freeman@sorrel.com,2313.58,18840,GBX,RDSA.L,Basic Materials,2309.6,2313.58
